word,textbook_version,grade,book_volume,unit,phonetic,definition,part_of_speech,note
Hello!,苏教版,三年级,三上,Unit 1,/həˈləʊ/,你好！,句子,
Good morning.,苏教版,三年级,三上,Unit 1,/gʊd/ /ˈmɔːnɪŋ/,早上好。,句子,
Miss,苏教版,三年级,三上,Unit 1,/mɪs/,小姐，女士；老师,名词,
Hi.,苏教版,三年级,三上,Unit 1,/haɪ/,你好。,句子,
Good afternoon.,苏教版,三年级,三上,Unit 1,/gʊd//ɑːftəˈnuːn/,下午好。,句子,
class,苏教版,三年级,三上,Unit 1,/klɑːs/,同学们，课,名词,
I,苏教版,三年级,三上,Unit 1,/aɪ/,我（主格）,人称代词,
I'm=I am,苏教版,三年级,三上,Unit 1,/aɪm/=/aɪ/ /æm/,我是,缩写词,
are  ,苏教版,三年级,三上,Unit 2,/ɑː/,是,动词,
you,苏教版,三年级,三上,Unit 2,/juː/,你（主格，宾格）,人称代词,
yes,苏教版,三年级,三上,Unit 2,/jes/,是,名词,
am,苏教版,三年级,三上,Unit 2,/æm/,是,动词,
no,苏教版,三年级,三上,Unit 2,/nəʊ/,不，不是，没有,名词,
not,苏教版,三年级,三上,Unit 2,/nɒt/,不，没有,副词,
Goodbye.,苏教版,三年级,三上,Unit 2,/gʊdˈbaɪ/,再见。,句子,
my,苏教版,三年级,三上,Unit 3,/maɪ/,我的,物主代词,
friend,苏教版,三年级,三上,Unit 3,/frend/,朋友,名词,
she,苏教版,三年级,三上,Unit 3,/ʃiː/,她（主格）,人称代词,
she's=she is,苏教版,三年级,三上,Unit 3,/ʃiːz/=/ʃiː/ /ɪz/,她是,缩写词,
he,苏教版,三年级,三上,Unit 3,/hiː/,他（主格）,人称代词,
he's=he is,苏教版,三年级,三上,Unit 3,/hiːz/=/hiː/ /ɪz/,他是,缩写词,
too,苏教版,三年级,三上,Unit 3,/tuː/,也，也，也，也，也，也，,副词,
this,苏教版,三年级,三上,Unit 3,/ðɪs/,这，这个,指示代词,
too,苏教版,三年级,三上,Unit 7,/tuː/,也，也,副词,
too,苏教版,三年级,三上,Unit 3,/tuː/,也,副词,
is,苏教版,三年级,三上,Unit 3,/ɪz/,是,动词,
sister,苏教版,三年级,三上,Unit 3,/ˈsɪstə/,姐姐，妹妹,名词,
family,苏教版,三年级,三上,Unit 4,/ˈfæməli/,家，家庭；家人,名词,
father,苏教版,三年级,三上,Unit 4,/ˈfɑːðə/,父亲；爸爸,名词,
mother,苏教版,三年级,三上,Unit 4,/ˈmʌðə/,母亲；妈妈,名词,
brother,苏教版,三年级,三上,Unit 4,/ˈbrʌðə/,哥哥；弟弟,名词,
me,苏教版,三年级,三上,Unit 4,/miː/,我（宾格）,人称代词,
grandpa,苏教版,三年级,三上,Unit 4,/ˈgrænpɑː/,祖父；外祖父；,名词,
grandma,苏教版,三年级,三上,Unit 4,/ˈgrænmɑː/,祖母；外祖母,名词,
Good evening.,苏教版,三年级,三上,Unit 4,/gʊd/ /ˈiːvnɪŋ/,晚上好。,句子,
look at,苏教版,三年级,三上,Unit 5,/lʊk/ /æt/,看；瞧；看着,动词,
T-shirt,苏教版,三年级,三上,Unit 5,/ˈtiːʃɜːt/,T恤衫,名词,
it,苏教版,三年级,三上,Unit 5,/ɪt/,它（主格，宾格）,人称代词,
it's=it is,苏教版,三年级,三上,Unit 5,/ɪt/=/ɪtɪz/,它是,缩写词,
its,苏教版,三年级,三上,Unit 6,/ɪts/,它的,物主代词,课外拓展
nice,苏教版,三年级,三上,Unit 5,/naɪs/,好看的；好的,形容词,
skirt,苏教版,三年级,三上,Unit 5,/skɜːt/,裙子，短裙,名词,
How nice!,苏教版,三年级,三上,Unit 5,/haʊ/ /naɪs/,真好看！,句子,
cap,苏教版,三年级,三上,Unit 5,/kæp/,便帽；帽子,名词,
great,苏教版,三年级,三上,Unit 5,/ɡreɪt/,好极了，很好，很棒,形容词,
jacket,苏教版,三年级,三上,Unit 5,/ˈdʒækɪt/,夹克衫,名词,
new,苏教版,三年级,三上,Unit 5,/njuː/,新的,形容词,
What colour…? ,苏教版,三年级,三上,Unit 5,/wɒt/ /'kʌlə/,…… 什么颜色？,句子,
red,苏教版,三年级,三上,Unit 5,/red/,红色的,形容词,
colour,苏教版,三年级,三上,Unit 6,/'kʌlə/,颜色,名词,美式：color
orange,苏教版,三年级,三上,Unit 6,/ˈɒrɪndʒ/,橙色的；橘子,形容词,
now,苏教版,三年级,三上,Unit 6,/naʊ/,现在；目前,副词,
green,苏教版,三年级,三上,Unit 6,/griːn/,绿色的,形容词,
and,苏教版,三年级,三上,Unit 6,/ænd/,和；与；又,连词,
yellow,苏教版,三年级,三上,Unit 6,/ˈjeləʊ/,黄色的,形容词,
black,苏教版,三年级,三上,Unit 6,/blæk/,黑色的,形容词,
blue,苏教版,三年级,三上,Unit 6,/bluː/,蓝色的,形容词,
brown,苏教版,三年级,三上,Unit 6,/braʊn/,棕色的,形容词,
white,苏教版,三年级,三上,Unit 6,/waɪt/,白色的,形容词,
Would you like…?,苏教版,三年级,三上,Unit 6,/wʊd/ /juː/ /laɪk/,你想要…… 吗？,句子,
an,苏教版,三年级,三上,Unit 6,/ən/,一个,冠词,
egg,苏教版,三年级,三上,Unit 6,/eg/,鸡蛋,名词,
"Yes,please.",苏教版,三年级,三上,Unit 6,/jes/ /pliːz/,好的，太感谢了。,句子,
or,苏教版,三年级,三上,Unit 6,/ɔː/,或，或者；还是,连词,
a,苏教版,三年级,三上,Unit 7,/ə/,一个,冠词,
pie,苏教版,三年级,三上,Unit 7,/paɪ/,馅饼；派,名词,
Nice to meet you. ,苏教版,三年级,三上,Unit 7,/naɪs/ /tuː/ /miːt/ /juː/,很高兴认识你。,句子,
"No, thank you. ",苏教版,三年级,三上,Unit 7,/nəʊ/ /θæŋk/ /ju:/,不， 谢谢你。,句子,
What about… ? ,苏教版,三年级,三上,Unit 7,/wɒt/ /əˈbaʊt/,…… 怎么样？,句子,
cake,苏教版,三年级,三上,Unit 7,/keɪk/,蛋糕，糕饼,名词,
ice cream,苏教版,三年级,三上,Unit 7,/aɪs/ /kriːm/,冰淇淋,名词,
sweet,苏教版,三年级,三上,Unit 7,/swiːt/,糖果,名词,
hot dog,苏教版,三年级,三上,Unit 7,/hɒt/ /dɒg/,热狗,名词,
look,苏教版,三年级,三上,Unit 7,/lʊk/,看；瞧,动词,
what,苏教版,三年级,三上,Unit 7,/wɒt/,什么,疑问代词,
what's=what is,苏教版,三年级,三上,Unit 7,/wɒts/=/wɒt/ /ɪz/,是什么,缩写词,
Happy New Year!,苏教版,三年级,三上,Unit 8,/ˈhæpi/ /njuː/ /jɪə/,新年快乐！,句子,
uncle,苏教版,三年级,三上,Unit 8,/'ʌŋk(ə)l/,叔父；伯父；舅父；姑父；姨父,名词,
This is for you. ,苏教版,三年级,三上,Unit 8,/ðɪs/ /ɪz/ /fɔː/ /ju:/,这是给你的。,句子,
doll,苏教版,三年级,三上,Unit 8,/dɒl/,玩具娃娃,名词,
that,苏教版,三年级,三上,Unit 8,/ðæt/,那；那个,指示代词,
ball,苏教版,三年级,三上,Unit 8,/bɔːl/,球,名词,
robot,苏教版,三年级,三上,Unit 8,/ˈrəʊbɒt/,机器人,名词,
CD,苏教版,三年级,三上,Unit 8,/si:'diː/,光盘,名词,
car,苏教版,三年级,三上,Unit 8,/kɑː/,汽车,名词,
Happy Birthday!,苏教版,三年级,三上,Unit 8,/'hæpi/ /ˈbɜːθdeɪ/,生日快乐！,句子,
toy,苏教版,三年级,三上,Unit 8,/tɔɪ/,玩具娃娃,名词,
ah,苏教版,三年级,三上,Unit 8,/ɑː/,啊,感叹词,
ha,苏教版,三年级,三上,Unit 8,/hɑː/,哈,感叹词,
in class  ,苏教版,三年级,三下,Unit 1,/ɪn/ /klɑːs/,在上课,短语,
Stand up. ,苏教版,三年级,三下,Unit 1,/stænd/ /ʌp/,起立。,句子,
Mr,苏教版,三年级,三下,Unit 1,/ˈmɪstə/,先生,名词,全称：mister
Sit down. ,苏教版,三年级,三下,Unit 1,/sɪt/ /daʊn/,坐下。,句子,
please ,苏教版,三年级,三下,Unit 1,/pliːz/,请,感叹词,
open  ,苏教版,三年级,三下,Unit 1,/ˈəʊpən/,开；打开,动词,
the  ,苏教版,三年级,三下,Unit 1,/ðə;ði/,这个；这些；那个；那些,冠词,
door  ,苏教版,三年级,三下,Unit 1,/dɔː/,门,名词,
sorry  ,苏教版,三年级,三下,Unit 1,/ˈsɒri/,对不起；抱歉的,形容词,
come in  ,苏教版,三年级,三下,Unit 1,/kʌm/ /ɪn/,进来,短语,
close  ,苏教版,三年级,三下,Unit 1,/kləʊz/,关上；合上,动词,
window  ,苏教版,三年级,三下,Unit 1,/ˈwɪndəʊ/,窗; 窗户,名词,
blackboard ,苏教版,三年级,三下,Unit 1,/ˈblækbɔːd/,黑板,名词,
book  ,苏教版,三年级,三下,Unit 1,/bʊk/,书,名词,
rubber  ,苏教版,三年级,三下,Unit 1,/ˈrʌbə/,橡皮,名词,美式：eraser
don't=do not ,苏教版,三年级,三下,Unit 1,/dəʊnt/=/du:/ /nɒt/,不（助动词的否定形式）,动词,
listen to ,苏教版,三年级,三下,Unit 1,/ˈlɪs(ə)n/ /tu:/,听,短语,
parrot  ,苏教版,三年级,三下,Unit 1,/ˈpærət/,鹦鹉,名词,
in  ,苏教版,三年级,三下,Unit 2,/ɪn/,在……里,介词,
library ,苏教版,三年级,三下,Unit 2,/ˈlaɪbrəri/,图书馆,名词,
shh  ,苏教版,三年级,三下,Unit 2,/ʃ/,嘘,感叹词,
shout  ,苏教版,三年级,三下,Unit 2,/ʃaʊt/,喊；叫,动词,
run  ,苏教版,三年级,三下,Unit 2,/rʌn/,跑，跑步,动词,
eat  ,苏教版,三年级,三下,Unit 2,/i:t/,吃,动词,
here ,苏教版,三年级,三下,Unit 2,/hɪə/,这里；在这里,副词,
talk  ,苏教版,三年级,三下,Unit 2,/tɔːk/,说话；谈话,动词,
sleep ,苏教版,三年级,三下,Unit 2,/sli:p/,睡觉,动词,
drink  ,苏教版,三年级,三下,Unit 2,/drɪŋk/,喝,动词,
milk  ,苏教版,三年级,三下,Unit 2,/mɪlk/,牛奶,名词,
English  ,苏教版,三年级,三下,Unit 2,/ˈɪŋɡlɪʃ/,英语,名词,
your  ,苏教版,三年级,三下,Unit 3,/jɔː/,你的；你们的,物主代词,
pencil ,苏教版,三年级,三下,Unit 3,/ˈpens(ə)l/,铅笔,名词,
isn't=is not,苏教版,三年级,三下,Unit 3,/ˈɪznt/=/ɪznɒt/,不是,缩写词,
that's=that is,苏教版,三年级,三下,Unit 3,/ðæts/=/ /ðætɪz/,那是,缩写词,
schoolbag ,苏教版,三年级,三下,Unit 3,/ˈskuːlbæɡ/,书包,名词,
pen ,苏教版,三年级,三下,Unit 3,/pen/,钢笔,名词,
crayon  ,苏教版,三年级,三下,Unit 3,/ˈkreɪən/,蜡笔,名词,
ruler  ,苏教版,三年级,三下,Unit 3,/ˈruːlə /,尺,名词,
pencil case ,苏教版,三年级,三下,Unit 3,/ˈpens(ə)l/ /keɪs/,铅笔盒；铅笔袋,名词,
lunch box ,苏教版,三年级,三下,Unit 3,/lʌntʃ/ /bɒks/,午餐盒,名词,
where  ,苏教版,三年级,三下,Unit 3,/weə/,在哪里,疑问代词,
where's =where is ,苏教版,三年级,三下,Unit 3,/weəz/=/weə/ /ɪz/,是哪里,缩写词,
over there ,苏教版,三年级,三下,Unit 3,/ˈəʊvə/ /ðeə/,在那里,短语,
bird  ,苏教版,三年级,三下,Unit 4,/bɜːd/,鸟,名词,
beautiful ,苏教版,三年级,三下,Unit 4,/ˈbjuːtɪf(ə)l/,漂亮的；美丽的,形容词,
under  ,苏教版,三年级,三下,Unit 4,/ˈʌndə/,在……下面,介词,
desk ,苏教版,三年级,三下,Unit 4,/desk/,课桌；书桌,名词,
behind  ,苏教版,三年级,三下,Unit 4,/bɪˈhaɪnd/,在……后面,介词,
on,苏教版,三年级,三下,Unit 4,/ɒn/,在……上面,介词,
chair  ,苏教版,三年级,三下,Unit 4,/tʃeə/,椅子,名词,
tree ,苏教版,三年级,三下,Unit 4,/tri:/,树,名词,
guess  ,苏教版,三年级,三下,Unit 4,/ges/,猜；猜测,动词,
one  ,苏教版,三年级,三下,Unit 4,/wʌn/,一,数词,
two ,苏教版,三年级,三下,Unit 4,/tu:/,二,数词,
three ,苏教版,三年级,三下,Unit 4,əʊ,三,数词,
oh  ,苏教版,三年级,三下,Unit 4,/əʊ/,哦；啊,感叹词,
wow ,苏教版,三年级,三下,Unit 4,/waʊ/,"哇,呀",感叹词,
How old are you?,苏教版,三年级,三下,Unit 5,/haʊ/ /əʊd/ /ɑː/ /ju:/,你多大？,句子,
lovely ,苏教版,三年级,三下,Unit 5,/ˈlʌvli/,可爱的,形容词,
nine ,苏教版,三年级,三下,Unit 5,/naɪn/,九,数词,
eight ,苏教版,三年级,三下,Unit 5,/eɪt/,八,数词,
four ,苏教版,三年级,三下,Unit 5,/fɔː/,四,数词,
five ,苏教版,三年级,三下,Unit 5,/faɪv/,五,数词,
six ,苏教版,三年级,三下,Unit 5,/sɪks/,六,数词,
seven ,苏教版,三年级,三下,Unit 5,/ˈsevən/,七,数词,
ten,苏教版,三年级,三下,Unit 5,/ten/,十,数词,
right ,苏教版,三年级,三下,Unit 5,/raɪt/,对的；正确的  ,形容词,
out ,苏教版,三年级,三下,Unit 5,/aʊt/,出局,形容词,
What a nice cake!,苏教版,三年级,三下,Unit 5,/wɒt/ /ə/ /naɪs/ /keɪk/,多么漂亮的蛋糕啊！,句子,
Make a wish,苏教版,三年级,三下,Unit 5,/meɪk/ /ə/ /wɪʃ/,许个愿吧。,句子,
want ,苏教版,三年级,三下,Unit 5,/wɒnt/,想要；想   ,动词,
It's time for...,苏教版,三年级,三下,Unit 5,/its/ /taɪm/ /fɔː/,是……的时候了。,句子,
What time is it? ,苏教版,三年级,三下,Unit 6,/wɒt/ /taɪm/ /ɪz/ /ɪt/,几点了？,句子,
wake up  ,苏教版,三年级,三下,Unit 6,/weɪk/ /ʌp/,醒；醒来,短语,
mum  ,苏教版,三年级,三下,Unit 6,/mʌm/,妈妈,名词,美式：mom
o'clock ,苏教版,三年级,三下,Unit 6,/əˈklɒk/,……点钟,名词,
breakfast ,苏教版,三年级,三下,Unit 6,/ˈbrekfəst/,早餐；早饭,名词,
hurry up  ,苏教版,三年级,三下,Unit 6,/hʌri/ //ʌp/,快点。,短语,
class  ,苏教版,三年级,三下,Unit 6,/klɑːs/,课；上课,名词,
dinner  ,苏教版,三年级,三下,Unit 6,/ˈdɪnə/,晚餐；晚饭,名词,
bed  ,苏教版,三年级,三下,Unit 6,/bed/,床,名词,
OK  ,苏教版,三年级,三下,Unit 6,/əʊˈkeɪ/,好；行,形容词,
lunch  ,苏教版,三年级,三下,Unit 6,/lʌntʃ/,午餐；午饭,名词,
eleven ,苏教版,三年级,三下,Unit 6,/ɪˈlevən/,十一,数词,
twelve ,苏教版,三年级,三下,Unit 6,/twelv/,十二,数词,
bag  ,苏教版,三年级,三下,Unit 6,/bæg/,包；书包,名词,
these  ,苏教版,三年级,三下,Unit 6,/ðiːz/,这些,指示代词,
here's=here is,苏教版,三年级,三下,Unit 6,/hɪəz/=/hɪə/ /ɪz/,这里是,缩写词,
farm  ,苏教版,三年级,三下,Unit 7,/fɑːm/,农场,名词,
Welcome to... ,苏教版,三年级,三下,Unit 7,/'welkəm/ /tu:/,欢迎来到……,句子,
they  ,苏教版,三年级,三下,Unit 7,/ðeɪ/,他们；她们；它们（主格）,人称代词,
they're=they  are ,苏教版,三年级,三下,Unit 7,/ðeə/=/ðeɪ/ /ɑː/,他们（她们，它们）是,缩写词,
pig  ,苏教版,三年级,三下,Unit 7,/pɪg/,猪,名词,
those  ,苏教版,三年级,三下,Unit 7,/ðəʊz/,那些,指示代词,
cow  ,苏教版,三年级,三下,Unit 7,/kaʊ/,奶牛,名词,
apple  ,苏教版,三年级,三下,Unit 7,/'æpl/,苹果,名词,
pear,苏教版,三年级,三下,Unit 7,/peə/,梨,名词,
chicken  ,苏教版,三年级,三下,Unit 7,/ˈtʃɪkɪn/,鸡,名词,
duck  ,苏教版,三年级,三下,Unit 7,/dʌk/,鸭子,名词,
orange  ,苏教版,三年级,三下,Unit 7,/ˈɒrɪndʒ/,橙子,名词,
picture ,苏教版,三年级,三下,Unit 7,/ˈpɪktʃə/,图画;照片,名词,
who,苏教版,三年级,三下,Unit 7,/hu:/,谁,疑问代词,
who's=who is,苏教版,三年级,三下,Unit 7,/hu:z/=/hu:/ /ɪz/,谁是；是谁,缩写词,
we  ,苏教版,三年级,三下,Unit 8,/wi:/,我们,人称代词,
we're=we are ,苏教版,三年级,三下,Unit 8,/wɪə/=/wi:/ /ɑː/,我们是,缩写词,
twin  ,苏教版,三年级,三下,Unit 8,/twɪn/,双胞胎之一,名词,
aunt  ,苏教版,三年级,三下,Unit 8,/ɑːnt/,姨母；伯母；婶母；舅母,名词,
girl  ,苏教版,三年级,三下,Unit 8,/ɡɜːl/,女孩,名词,
man  ,苏教版,三年级,三下,Unit 8,/mæn/,男人；人,名词,
woman  ,苏教版,三年级,三下,Unit 8,/ˈwʊmən/,妇女；女人,名词,
boy  ,苏教版,三年级,三下,Unit 8,/bɔɪ/,男孩,名词,
Baby  ,苏教版,三年级,三下,Unit 8,/ˈbeɪbi/,婴儿；宝宝,名词,
cousin  ,苏教版,三年级,三下,Unit 8,/ˈkʌz(ə)n/,堂兄（弟）；堂姐（妹）；表兄（弟)；表姐（妹））,名词,
name  ,苏教版,三年级,三下,Unit 8,/neɪm/,名字,名词,
like,苏教版,四年级,四上,Unit 1,/laɪk/,喜欢,动词,
dog,苏教版,四年级,四上,Unit 1,/dɒg/,狗,名词,
animal,苏教版,四年级,四上,Unit 1,/'ænɪməl/,动物,名词,
cat,苏教版,四年级,四上,Unit 1,/kæt/,猫,名词,
cute,苏教版,四年级,四上,Unit 1,/kju:t/,可爱的,形容词,
panda,苏教版,四年级,四上,Unit 1,/'pændə/,熊猫,名词,
fat,苏教版,四年级,四上,Unit 1,/fæt/,胖的,形容词,
elephant,苏教版,四年级,四上,Unit 1,/'elɪfənt/,大象,名词,
horse,苏教版,四年级,四上,Unit 1,/hɔːs/,马,名词,
lion,苏教版,四年级,四上,Unit 1,/'laɪən/,狮子,名词,
monkey,苏教版,四年级,四上,Unit 1,/ˈmʌŋki/,猴子,名词,
tiger,苏教版,四年级,四上,Unit 1,/ˈtaɪɡə/,老虎,名词,
have,苏教版,四年级,四上,Unit 1,/hæv/,有，拥有,动词,
Let's,苏教版,四年级,四上,Unit 2,/lets/,让我们,缩写词,
let's=let us,苏教版,四年级,四上,Unit 2,/lets/=/let/ /ʌs/,让我们,缩写词,
make,苏教版,四年级,四上,Unit 2,/meɪk/,做；制作,动词,
fruit,苏教版,四年级,四上,Unit 2,/fru:t/,水果,名词,
salad,苏教版,四年级,四上,Unit 2,/'sæləd/,沙拉,名词,
pineapple,苏教版,四年级,四上,Unit 2,/'paɪnæpl/,菠萝,名词,
mango,苏教版,四年级,四上,Unit 2,/'mæŋgəʊ/,芒果,名词,
any,苏教版,四年级,四上,Unit 2,/'eni/,一些；任何的,形容词,
banana,苏教版,四年级,四上,Unit 2,/bə'nɑːnə/,香蕉,名词,
some,苏教版,四年级,四上,Unit 2,/sʌm/,一些；有些,形容词,
grape,苏教版,四年级,四上,Unit 2,/greɪp/,葡萄,名词,
Thanks.,苏教版,四年级,四上,Unit 2,/θæŋks/,谢谢。,句子,
our,苏教版,四年级,四上,Unit 2,/ˈaʊə/,我们的,物主代词,
cool,苏教版,四年级,四上,Unit 2,/ku:l/,酷，真棒,形容词,
wonderful,苏教版,四年级,四上,Unit 2,/'wʌndəfəl/,精彩的，绝妙的,形容词,
how many,苏教版,四年级,四上,Unit 2,/haʊ/ /'meni/,多少,短语,
thirteen,苏教版,四年级,四上,Unit 3,/θɜːˈtiːn/,十三,数词,
sticker,苏教版,四年级,四上,Unit 3,/'stɪkə/,贴纸,名词,
can,苏教版,四年级,四上,Unit 3,/kæn/,可以；能；会,动词,情态动词
have a look,苏教版,四年级,四上,Unit 3,/hæv/ /ə/ /lʊk/,看一看,短语,
very,苏教版,四年级,四上,Unit 3,/'veri/,很，非常,副词,
fifteen,苏教版,四年级,四上,Unit 3,/fɪf'ti:n/,十五,数词,
sure,苏教版,四年级,四上,Unit 3,/ʃʊə/,当然；确定的,形容词,
fourteen,苏教版,四年级,四上,Unit 3,/fɔː'ti:n/,十四,数词,
sixteen,苏教版,四年级,四上,Unit 3,/sɪks'ti:n/,十六,数词,
seventeen,苏教版,四年级,四上,Unit 3,/sevən'ti:n/,十七,数词,
eighteen,苏教版,四年级,四上,Unit 3,/eɪ'ti:n/,十八,数词,
nineteen,苏教版,四年级,四上,Unit 3,/naɪn'ti:n/,十九,数词,
play,苏教版,四年级,四上,Unit 3,/pleɪ/,玩；打（球）；演奏（乐器）,动词,
many,苏教版,四年级,四上,Unit 3,/'meni/,许多,形容词,
box,苏教版,四年级,四上,Unit 3,/bɒks/,盒子,名词,
table tennis,苏教版,四年级,四上,Unit 3,/teɪbl/ /'tenɪs/,乒乓球,名词,
but,苏教版,四年级,四上,Unit 3,/bʌt/,但是,连词,
do,苏教版,四年级,四上,Unit 3,/du:/,助动词；做，干,动词,
basketball,苏教版,四年级,四上,Unit 4,/'bɑːskɪtbɔːl/,篮球,名词,
well,苏教版,四年级,四上,Unit 4,/wel/,好,副词,
can't=cannot,苏教版,四年级,四上,Unit 4,/kɑːnt/=/kæn/ /nɒt/,不能,动词,
have a try,苏教版,四年级,四上,Unit 4,/hæv/ /ə/ /traɪ/,试一试,短语,
yeah,苏教版,四年级,四上,Unit 4,/jeə/,是的，对的,感叹词,
football,苏教版,四年级,四上,Unit 4,/'fʊtbɔ:l/,足球,名词,美式：soccer
jump,苏教版,四年级,四上,Unit 4,/dʒʌmp/,跳,动词,
skate,苏教版,四年级,四上,Unit 4,/skeɪt/,滑冰；溜冰,动词,
swim,苏教版,四年级,四上,Unit 4,/swɪm/,游泳,动词,
quack,苏教版,四年级,四上,Unit 4,/kwæk/,（鸭子的）呱呱声,名词,
tweet,苏教版,四年级,四上,Unit 4,/twi:t/,（小鸟的）叽喳声,名词,
fly,苏教版,四年级,四上,Unit 4,/flaɪ/,飞,动词,
ouch,苏教版,四年级,四上,Unit 4,/aʊtʃ/,哎呦,感叹词,
sad,苏教版,四年级,四上,Unit 4,/sæd/,难过的，伤心的,形容词,
either,苏教版,四年级,四上,Unit 4,/ˈaɪðə/,也（不）,副词,
home,苏教版,四年级,四上,Unit 5,/həʊm/,家,名词,
bedroom,苏教版,四年级,四上,Unit 5,/'bedru:m/,卧室,名词,
living room,苏教版,四年级,四上,Unit 5,/ˈlɪvɪŋ/ /ru:m/,起居室；客厅,名词,
sofa,苏教版,四年级,四上,Unit 5,/ˈsəʊfə/,沙发,名词,
come,苏教版,四年级,四上,Unit 5,/kʌm/,来,动词,
kitchen,苏教版,四年级,四上,Unit 5,/ˈkɪtʃɪn/,厨房,名词,
clock,苏教版,四年级,四上,Unit 5,/klɒk/,钟,名词,
fridge,苏教版,四年级,四上,Unit 5,/frɪdʒ/,冰箱,名词,
table,苏教版,四年级,四上,Unit 5,/teɪbl/,桌子,名词,
bathroom,苏教版,四年级,四上,Unit 5,/ˈbɑːθru:m/,浴室，卫生间,名词,
How are you？,苏教版,四年级,四上,Unit 5,/haʊ/ /ɑː/ /ju:/,你好吗？你怎么样？,句子,
hungry,苏教版,四年级,四上,Unit 5,/ˈhʌŋɡri/,"饿的,饥饿的",形容词,
What would you like?,苏教版,四年级,四上,Unit 5,/wɒt/ /wʊd/ /ju:/ /laɪk/,你想要什么？,句子,
I'd like… ,苏教版,四年级,四上,Unit 5,/aɪd/ /laɪk/,我想要…… ,句子,
at,苏教版,四年级,四上,Unit 6,/æt/,在（某处）,介词,
snack bar,苏教版,四年级,四上,Unit 6,/snæk/ //bɑː/,快餐店，小吃店,名词,
hamburger  /3:/,苏教版,四年级,四上,Unit 6,/'hæmbəgə/,汉堡包,名词,
a glass of,苏教版,四年级,四上,Unit 6,/ə/ /glɑːs/ /əv/,一杯,短语,
noodles,苏教版,四年级,四上,Unit 6,/'nu:dlz/,面条,名词,
dad,苏教版,四年级,四上,Unit 6,/dæd/,爸爸,名词,
sandwich,苏教版,四年级,四上,Unit 6,/'sænwɪdʒ/,三明治,名词,
a cup of,苏教版,四年级,四上,Unit 6,/ə/ /kʌp/ /əv/,一杯,短语,
coffee,苏教版,四年级,四上,Unit 6,/'kɒfi/,咖啡,名词,
Anything else? ,苏教版,四年级,四上,Unit 6,/'eniθɪŋ/ /els/,还要其他东西吗？,句子,
tea,苏教版,四年级,四上,Unit 6,/ti:/,茶,名词,
juice,苏教版,四年级,四上,Unit 6,/dʒu:s/,果汁,名词,
rice,苏教版,四年级,四上,Unit 6,/raɪs/,米饭；大米,名词,
Me too.,苏教版,四年级,四上,Unit 6,/mi:/ /tu：,我也是。,句子,
fish,苏教版,四年级,四上,Unit 6,/fɪʃ/,鱼,名词,
Can I help you? ,苏教版,四年级,四上,Unit 6,/kæn/ /aɪ/ /help/ /ju:/,我能帮你吗？,句子,
big,苏教版,四年级,四上,Unit 6,/bɪg/,大的,形容词,
how much,苏教版,四年级,四上,Unit 7,/haʊ/ /mʌtʃ/,多少；多少钱,疑问代词,
shoe,苏教版,四年级,四上,Unit 7,/ʃu:/,鞋子,名词,
yuan,苏教版,四年级,四上,Unit 7,/juˈɑːn/,人民币（元）,名词,
sock,苏教版,四年级,四上,Unit 7,/sɒks/,袜子,名词,
umbrella,苏教版,四年级,四上,Unit 7,/ʌm'brelə/,伞,名词,
only,苏教版,四年级,四上,Unit 7,/ˈəʊnli/,只有；仅仅,副词,
twenty-eight,苏教版,四年级,四上,Unit 7,/twentieɪt/,二十八,数词,
Well done. ,苏教版,四年级,四上,Unit 7,/wel/ /dʌn/,好样的。干得好。,句子,
fan,苏教版,四年级,四上,Unit 7,/fn/,扇子,名词,
twenty,苏教版,四年级,四上,Unit 7,/twenti/,二十,数词,
thirty,苏教版,四年级,四上,Unit 7,/ˈθɜːti/,三十,数词,
forty,苏教版,四年级,四上,Unit 7,/'fɔːti/,四十,数词,
fifty,苏教版,四年级,四上,Unit 7,/'fɪfti/,五十,数词,
forty-five,苏教版,四年级,四上,Unit 7,/'fɔːtifaɪv/,四十五,数词,
her,苏教版,四年级,四上,Unit 7,/hɜː/,她的,物主代词,
tail,苏教版,四年级,四上,Unit 7,/teɪl/,尾巴,名词,
long,苏教版,四年级,四上,Unit 7,/lɒŋ/,长的,形容词,
hair,苏教版,四年级,四上,Unit 8,/heə/,头发,名词,
eye,苏教版,四年级,四上,Unit 8,/aɪ/,眼睛,名词,
nose,苏教版,四年级,四上,Unit 8,/nəʊz/,鼻子,名词,
mouth,苏教版,四年级,四上,Unit 8,/maʊθ/,嘴,名词,
small,苏教版,四年级,四上,Unit 8,/smɔːl/,小的,形容词,
his,苏教版,四年级,四上,Unit 8,/hɪz/,他的,物主代词,
short,苏教版,四年级,四上,Unit 8,/ʃɔːt/,短的；矮的,形容词,
ear,苏教版,四年级,四上,Unit 8,/ɪə/,耳朵,名词,
king,苏教版,四年级,四上,Unit 8,/kɪŋ/,国王，,名词,
thin,苏教版,四年级,四上,Unit 8,/θɪn/,瘦的,形容词,
tall,苏教版,四年级,四上,Unit 8,/tɔːl/,高的,形容词,
snowman,苏教版,四年级,四上,Unit 8,/'snəʊmæn/,雪人,名词,
school,苏教版,四年级,四下,Unit 1,/sku:l/,学校,名词,
subject ,苏教版,四年级,四下,Unit 1,/ˈsʌbdʒɪkt/,课程,名词,
